Song Title,Artist,Lyrics,Emotion Label
合法的トビ方ノススメ (Recommendation regarding how to get high legally),creepy nuts,3 Contributors合法的トビ方ノススメ (Recommendation regarding how to get high legally) Lyrics溜めに溜めたfrustration パッと開放するmasturbation どうしたの皆さんfirst date みたいに緊張してるmasquerade Poker faceの裏側でも いけない欲望　渦巻いてそう パンクしそうなら　ぶちまけろ 気持ち良い事しよう One Shot!  錠剤?　液体? はっきりとしない実体 それは気体か固体 聞きたいか答え? イキたいとたえずのたまう キミの期待に応える 砕いて裂いて巻いて 焚いて吸って吐いても まして炙って打っても得られない快感 たまらず　Give Some Move  耳から体内に入る 脳内を蝕み侵すPoison 再生するたび息吹き返す お前の価値観　弄くり倒す　Yo いつだってGroovyに君臨する 世界の中心Yeah! ハマっちまったら終身刑 そのDrugの名はMUSIC You might also like[Hook] 高層ビルの谷間から海の向こう 蔓延するSex & Drug & Rock & Roll 調教済みのブタ共は声あげろ 超越するSex & Drug & Rock & Roll とっくのとうに外れたブレーキ 逆らえない本能 CrystalmethもPurple Hazeも 場末の安女郎も 無くても平気　シラフでもcrazy タンテとMicrophoneよこせ 合法的なトビ方を心得よ  気持ち良い事しよう 花びら大回転さ　枯れちまうくらい 体をかさねてFly ヌードの夜　踊る乙女の美貌 未だ懲りずにSing a song　恋の理想 後遺症　残りそうな骨折り損 寄り添っちゃ　突き放す氷の微笑 ウブなフリして遊ばれよう 気持ち良い事しよう(One Shot!) In Out In In Out タイトなLoopでヒーヒー言わす 高値の花様お慕いしております ですから　押し倒して乗ります なんせ　魅力は満点　潮吹きアクメ スプラッシュマウンテン めちゃ　エログロ　ナンセンス 濡らしたるビッチアス 電話しなクラシアン Sorry One More Chance その不安もわかるけど One More Chance いつもはぐらかして　たぶらかして来る ファム・ファタールの名はMUSIC  [Hook] 高層ビルの谷間から海の向こう 蔓延するSex & Drug & Rock & Roll 調教済みのブタ共は声あげろ 超越するSex & Drug & Rock & Roll とっくのとうに外れたブレーキ 逆らえない本能 CrystalmethもPurple Hazeも 場末の安女郎も 無くても平気　シラフでもcrazy タンテとMicrophoneよこせ 合法的なトビ方を心得よ  気持ち良い事しよう 巻いて　焚いて　吸って　吐いて 炙って　打って　おっかないぜ 酔っぱらって　抱いて 寄せてやめてよして　縁が無いぜ 洒落てなくて　小汚くて 土臭くて　品が無いぜ みたいな輩はコレで飛べ　again 巻いて　焚いて　吸って　吐いて 炙って　打って　おっかないぜ 酔っぱらって　抱いて　寄せて やめてよして　縁が無いぜ 洒落てなくて　小汚くて 土臭くて　品が無いぜ ろくにRollもできねぇなら HipにHopで飛んじまえばイイ [Hook] 高層ビルの谷間から海の向こう 蔓延するSex & Drug & Rock & Roll 調教済みのブタ共は声あげろ 超越するSex & Drug & Rock & Roll とっくのとうに外れたブレーキ 逆らえない本能 CrystalmethもPurple Hazeも 場末の安女郎も 無くても平気　シラフでもcrazy タンテとMicrophoneよこせ 合法的なトビ方を心得よEmbed,Anticipation
二度寝 (Nidone),creepy nuts,"3 Contributors二度寝 (Nidone) Lyrics[Creepy Nuts「二度寝」歌詞]  [Verse 1] Escape してみたい (Ay) このバスへ乗って未来へ (Ay) いや、遥か昔？Ay まあどっちもとんでもないぜ あいつらはとうに居ない (Ay) 俺達も用済みかい？ どこに行っても 「こんな時代・・・」 と思ってしまうかも Yeah-eh Oh shit この詩は浦島 玉手箱そっと蓋をした 立ち上る煙 すべては変わってしまってた Oh shit 俺は浦島 煙てぇか昔話は すれ違いざまに咳払い 顔をしかめた  [Pre-Chorus] Running running 適切な語録 カチカチ 気付きゃ火が付いている Yummy yummy ここ掘れと笑う めでたしのその先で手招いてる Yeah 日に日にアップデートされてく 鉞みたいに振りかざす 正しさに怯えながら生きる いつかのお利口さん You might also like[Chorus] 眠れそうもない こんな夜は 眠れそうもない きっと待ちぼうけ Okay okay My beautiful day day day 聞かせて 列島 State of mind 気付きゃ平行線の前 もう一歩踏み込んで All day all day My beautiful day day day Day yeah  [Verse 2] 竜宮城や鬼ヶ島 Yeah 数十秒で月の裏へ 順風そうなおとぎの世界にはもう 二度と戻れやしない 窮屈そうな遠くの未来へ 集中力が脳裏と気合で 悠久の時を駆ける相手 もう一度求め合いたい  [Verse 3] Escapeしてみない？ このバスに乗っていたいぜ まだめくるページ 何百年先の来世 問題は山積みかい？ (Woahh) もう後の祭りかい？ (Woahh) 古き良し悪しきこんな時代からこんにちは きっと全てが通用しない ドン引きされ きりきり舞い 罪深い負の遺産 残してしまうかもな 百害あって一利ないでも一理あるジジイで居たい どんなのが待っていたってこの目で見てみたい [Pre-Chorus] Funny funny 何度繰り返す 我先　なりふり構わず 飛ぶ鳥貶めて満足 猿蟹はまだ憎しみ合ってる yeah 枯れ木に花咲けと願う 始まり 始まりと急かす 明日に怯えながら眠る いつかのお利口さん  [Chorus] 眠れそうもない こんな夜は 眠れそうもない きっと待ちぼうけ Okay okay My beautiful day day day 聞かせて 列島 State of mind 気付きゃ平行線の前 もう一歩踏み込んで All day all day My beautiful day day day Day yeah  [Bridge] 竜宮城や鬼ヶ島 Yeah 数十秒で月の裏へ 順風そうなおとぎの世界にはもう 二度と戻れやしない 窮屈そうな遠くの未来へ 集中力が脳裏と気合で 悠久の時を駆ける相手 もう一度求め合いたい [Outro] 誰が眉をひそめ 代わりに誰が息を潜め 互いに睨み合った目と目 代わりに握り合った手と手 Yeah 明日は誰が日の出 代わりに誰と誰雪解け 互い違いであると認め 笑えていびきかいて二度寝 YeahEmbed",Anticipation
ビリケン  (Briken),creepy nuts,"1 Contributorビリケン  (Briken) Lyrics[Creepy Nuts「ビリケン」歌詞]  [Verse 1] 御利益は当然不可避 込み上げる有り難み お気楽に休み休み 惜しまず振り撒いてる幸 無自覚に儲けるmoney 食いっ逸れる事ナシ 呼び出せば百発百中当たり I'm comin' あの娘の夢枕に立ち 筆走らせ海を渡り もういつの間にこの地の神 舐めてる奴に当たるバチ 御利益は当然不可避 込み上げる有り難み お気楽に休み休み 惜しまず振り撒いてる幸  [Chorus] ビリケン足の裏で ビリケン呼ぶ幸せ ビリケン踏み荒らして 降らす万券more thanビルゲイツ ビリケン足の裏で ビリケン指と舌で 一見さんから常連 オーガズムに達すbetter thanシミケン Ready set ladies and gentleman Rainy day sunny day everyday anywhere Many man 適電 ビリケン足の裏で ビリケン呼ぶ幸せ 異次元まで道連れ エクスペリエンス ジミヘン You might also like[Verse 2] 金色に輝く肌さながらビリケン ha 幸福呼びこむ神様ビリケン ha ゆりかごで空に足をピンと伸ばしてるbaby likeビリケン ha ha おおきにtop billin'お父ちゃんの仕事もビリケン ha 足の裏を掻いて笑ってる考える葦の裏をかいてく ya そんな歌詞を考えて蹴飛ばしソールを擦り減らして笑ってる but はかされた下駄は要らねー 脱ぎ捨て裸足でget a way ダイハードな日々はマクレーン 突き刺さるガラスの破片 韻も地雷も踏んで前へ 血だらけ茨のカーペット 白い紙の分娩台から 開かれた新世界へ Oh yeah飾る一面 OK 勝手に切り抜け どうせおひれはひれ 二度付けして切り捨てる キリねーからヘイトに耳栓 一抜けfromビリケツ 西成の兄ちゃん直伝 チビでもBIGMAN Lil Wayne マグロもクジラにシミケン はなから不適切、老舗 うるせーthat's my business [Chorus] ビリケン足の裏で ビリケン呼ぶ幸せ ビリケン踏み荒らして 降らす万券more thanビルゲイツ ビリケン足の裏で ビリケン指と舌で 一見さんから常連 オーガズムに達すbetter thanシミケン Ready set ladies and gentleman Rainy day sunny day everyday anywhere Many man 適電 ビリケン足の裏で ビリケン呼ぶ幸せ 異次元まで道連れ エクスペリエンス ジミヘンEmbed",Joy
堕天 (Daten),creepy nuts,"4 ContributorsTranslationsRomanization堕天 (Daten) Lyrics[Creepy Nuts「堕天」歌詞]  [Verse 1] あの日林檎の木の下　共犯で 踏み越えてみた境界線 すぐにblack out「あ、お怒りで」 追い立てられてこんな次元へ 俺とした事が 俺如きですら 俺に限っていや、まさかね 君のせいにした 秘密を手にした イチジクの葉が右左  [Pre-Chorus] あっという間、目が醒める かと思えば空に落ちて行く なんというか、やめられぬ もうひと齧りagain  [Chorus] Fallin’ falling 螺旋状に堕ちてゆく摩天楼に 今 fallin’ falling 二人ぼっち気づかない カーテンコールにも (Yeah yeah yeah yeah yeah) どこまでも (Yeah yeah yeah yeah yeah) この身任せて いつの間に傷が埋まってくyeah You might also like[Verse 2] そこじゃ何から何までごった煮で 鬼も仏もおんなじ目 全てshut out どうかしてる？ 俺らハナから大真面目 ふりほどいて来た うしろ指ですら むしろ追い風さ　まだ足んねぇ 蛇に睨まれた 歴史の徒花 エデンにはまだ「空室あり」  [Pre-Chorus] あっという間　染められる かと思えば熱が醒めていく ちょっと待ってその前に もうひと雫 again  [Chorus] Fallin’ falling 螺旋状に堕ちてゆく摩天楼に 今 fallin’ falling 二人ぼっち気づかない カーテンコールにも (Yeah yeah yeah yeah yeah) どこまでも (Yeah yeah yeah yeah yeah) この身任せて いつの間に傷が埋まってくyeah [Instrumental]  [Chorus] Again Fallin’ falling 螺旋状に堕ちてゆく摩天楼に 今 fallin’ falling 二人ぼっち気づかない カーテンコールにも (Yeah yeah yeah yeah yeah) どこまでも (Yeah yeah yeah yeah yeah) この身任せて いつの間に傷が埋まってく  [Post-Chorus] この血が冷めないうちに飲み干して 眩暈するほど気取って 取り留めない出会いに色付けて この目が醒めないうちに憑り込んで 狭い空ごと突き抜けてfalling 蜜の味二人ハマってくyeahEmbed",Fear
のびしろ (Nobishiro),creepy nuts,2 Contributorsのびしろ (Nobishiro) Lyrics[Creepy Nuts「のびしろ」歌詞]  サボり方とか　甘え方とか　逃げ方とか　言い訳のし方とか やっと覚えて来た　身につけて来た　柔らかい頭 カッコのつけ方　調子のこき方　腹の据え方　良い年のこき方 脂乗りに乗った　濁った目した　だらしない身体 嫌われ方や　慕われ方や　叱り方とか　綺麗なぶつかり方 もっと覚えたい事が山のようにある…のびしろしか無いわ 俺らまだのびしろしかないわ  悪者扱いして来た街で 悪者扱いして来たオトナへ 変わりゆく俺、鏡の中へ 尋ねても答えならyeah yeah yeah 去る者追わない引くとこ引いて 丸く収めたり軽くいなして 鏡の中でわろてるお前 括れやしなかったわ。たったの三文字で 日々重くなる足取りで 自分の歩幅で闊歩してる カマすとこカマす まかすとこまかす 割と適当な段取りで やっと分かって来たかも このポンコツの操縦の仕方を 19の時の「ついに来たか…」より もっと清々しい気持ち 隅田川にかかる 勝鬨橋を渡る 左手にスカイツリー 右手に東京タワー 俺はその真ん中 You might also likeサボり方とか　甘え方とか　逃げ方とか　言い訳のし方とか やっと覚えて来た　身につけて来た　柔らかい頭 カッコのつけ方　調子のこき方　腹の据え方　良い年のこき方 脂乗りに乗った　濁った目した　だらしない身体  幸せの体感速度は早くなるばかり 傷が癒えていく速度は遅くなるばかり 他人に期待をしないのが今の俺の強み 手負いでも進める距離なら行くぜ騙し騙し 身の程を知るほどに 胸を張りいつも通り でも時にしたって良い背伸び やっと「大人気ない」が出来る年 小さな枠組み　ただの数字 縛られずにでも腹くくり あの日の俺が立ち止まる ほどにデカくそびえ立つ 隅田川にかかる 勝鬨橋を渡る 重なるスカイツリー 東京タワーと真ん中の頼りない背中  サボり方とか　甘え方とか　逃げ方とか　言い訳のし方とか やっと覚えて来た　身につけて来た　柔らかい頭 カッコのつけ方　調子のこき方　腹の据え方　良い年のこき方 脂乗りに乗った　濁った目した　だらしない身体 嫌われ方や　慕われ方や　叱り方とか　綺麗なぶつかり方 覚えたい事が山のようにある…のびしろしか無いわ 俺らまだのびしろしかないわ1Embed,Disgust
よふかしのうた (Yofukashino Uta),creepy nuts,7 ContributorsTranslationsEnglishRomanizationよふかしのうた (Yofukashino Uta) Lyrics[Creepy Nuts「よふかしのうた」歌詞]  [Chorus: R-指定] よふかしのうた 照らしてってmoonlight 目を奪ってブルーライト ネオンサインが呼ぶ表裏 よふかしのうた 連れ去ってmidnight 血走ったred eyes 大人達の子守唄 なんせ俺達の夜は忙しい Keep on dancin' さぁ鬼の居ぬ間に 俺達の夜は忙しい oh yeah なんせ俺達の夜は忙しい Keep on dancin' さぁ鬼の居ぬ間に 俺達の夜は忙しい oh yeah  [Verse 1: R-指定] ガキの頃から夜が好きだった 9時に寝るのは何か嫌だった なんと無くただ勿体無かった お前の事がもっと知りたかった いわゆる三文の得 投げ売ってでも見たいのさもっと奥の奥の奥 色濃く紐解く 12オクロックから丑の刻まで 初めてお前を跨いだのは、 いや初めて跨ったのは確か14 俺は何も知らねぇワナビー 手取り足取り全てが新しい 姿形にその香り 静けさが似合うその黒い肌に 吸い込まれてた 手招きされるままに それからお前は音楽をくれたし 女の裸も見せてくれた 飲んだ事ねぇ酒に口つけて オトンのタバコくすね火を付けた やっちゃいけないが溢れて 知っちゃいけないに塗れてる 迎えに来る闇に紛れて お前はいつも気まぐれで You might also like[Chorus: R-指定] よふかしのうた 照らしてってmoonlight 目を奪ってブルーライト ネオンサインが呼ぶ表裏 よふかしのうた 連れ去ってmidnight 血走ったred eyes 大人達の子守唄 なんせ俺達の夜は忙しい Keep on dancin' さぁ鬼の居ぬ間に 俺達の夜は忙しい oh yeah なんせ俺達の夜は忙しい Keep on dancin' さぁ鬼の居ぬ間に 俺達の夜は忙しい oh yeah  [Verse 2: R-指定] 晴れて大人の仲間入り 我が物顔で朝帰り 腫れ物触るよな周りの目に中指立てども空回り 暗い部屋照らしてよブルーライト 視力低下に体力低下 認めたかないがお前のせいさ 起こさないでティーチャー I'm a daydream believer 俺の若さを日々吸い上げる まるでサキュバスまたはインキュバス 近いうちに朽ち果てる お前に手を引かれて出向いた土曜日の溜まり場 同じ周波数のムジナもれなく社会不適合者 だけどお前は決して誰も責めない お前は決して何も聞かない 御節介な陽の光と違い 俺も正さない 未だお前を乗りこなせない 未だお前を使い果たせない ずっと今日が終わらない 明日を始められない [Chorus: R-指定] よふかしのうた 照らしてってmoonlight 目を奪ってブルーライト ネオンサインが呼ぶ表裏 よふかしのうた 連れ去ってmidnight 血走ったred eyes 大人達の子守唄 なんせ俺達の夜は忙しい Keep on dancin' さぁ鬼の居ぬ間に 俺達の夜は忙しい oh yeah なんせ俺達の夜は忙しい Keep on dancin' さぁ鬼の居ぬ間に 俺達の夜は忙しい oh yeahEmbed,Disgust
国道スロープ (Kokudou Slope),きのこ帝国,4 ContributorsTranslationsEspañolEnglish国道スロープ (Kokudou Slope) Lyrics【サビ 1】 246号線をまたぐ歩道橋 東京は地上に星がある 街に雨が雨が降って降って 赤い傘さす少女が歩く  【サビ 2】 右足の痛みがなくなんないままで 加速してゆく日々のなか 右足だけずっと1月のまま 1月のまま1月のまま  【コーラス】 3年前のあの日の台詞が 傷つける傷つける 3年前のあなたの台詞が 傷つける傷つける  【ブリッジ】 枠外の情景　枠外の情景 枠外の情景　枠外の情景 枠外の情景　枠外の情景 枠外の情景　枠外の情景  【コーラス】 3年前のあの日の台詞が 傷つける傷つける 3年前のあなたの台詞が 傷つける傷つけるYou might also like1Embed,Disgust
パラノイドパレード (Paranoid Parade),きのこ帝国,6 Contributorsパラノイドパレード (Paranoid Parade) Lyrics[Chorus] 青い花柄のワンピース 脱げかけた黄色いサンダル 飲み過ぎた道すがら 誰もがきみの噂話をしている  [Verse 1] いつもの街で会えるような気がしていたよ 馬鹿げた妄想で今夜もまた踊りつづける  [Verse 2] いつの間にかTシャツを着る季節になって きみの横には去年と違う人が居るね  [PreChorus 1] 真夜中の交差点　迷子の行列 風が吹いたら　夏がはじまる  [Chorus] 青い花柄のワンピース 脱げかけた黄色いサンダル 飲み過ぎた道すがら 誰もがきみを貶しながらも見とれている  [PreChorus 1] 真夜中の交差点　迷子の行列 風が吹いたら　夏がはじまる You might also like[PreChorus 2] 真夜中の交差点　迷子のままで 二度と戻れない　夏がはじまる  [Chorus] 青い花柄のワンピース 脱げかけた黄色いサンダル 飲み過ぎた道すがら 誰もがきみの噂話をしている  [Chorus] 青い花柄のワンピース 脱げかけた黄色いサンダル 飲み過ぎた道すがら 誰もがきみを貶しながらも見とれている  青い花柄のワンピース  {Romanization}  [Chorus] Aoi hanagara no wanpīsu Nugekaketa kīroi sandaru Nomisugita michisugara Dare mo ga kimi no uwasa banashi o shiteiru [Verse 1] Itsumo no machi de aeru yōna ki ga shiteitayo Bakageta mōsō de konya mo mata odoritsuzukeru  [Verse 2] Itsunomanika tīshatsu o kiru kisetsu ni natte Kimi no yoko ni wa kyonen to chigau hito ga irune  [PreChorus 1] Mayonaka no kōsaten 　 maigo no gyōretsu Kaze ga fuitara 　 natsu ga hajimaru  [Chorus] Aoi hanagara no wanpīsu Nugekaketa kīroi sandaru Nomisugita michisugara Dare mo ga kimi o kenashinagara mo mitoreteiru  [PreChorus 1] Mayonaka no kōsaten 　 maigo no gyōretsu Kaze ga fuitara 　 natsu ga hajimaru  [PreChorus 2] Mayonaka no kōsaten 　 maigo no mama de Nidoto modorenai 　 natsu ga hajimaru [Chorus] Aoi hanagara no wanpīsu Nugekaketa kīroi sandaru Nomisugita michisugara Dare mo ga kimi no uwasa banashi o shiteiru  [Chorus] Aoi hanagara no wanpīsu Nugekaketa kīroi sandaru Nomisugita michisugara Dare mo ga kimi o kenashinagara mo mitoreteiru  Aoi hanagara no wanpīsu Nugekaketa kīroi sandaru Nomisugita michisugara Dare mo ga kimi o kenashinagara mo mitoreteiru  Aoi hanagara no wanpīsu1Embed,Sadness
退屈しのぎ (Taikutsu Shinogi),きのこ帝国,6 ContributorsTranslationsRomanization退屈しのぎ (Taikutsu Shinogi) Lyrics[きのこ帝国「退屈しのぎ」歌詞]  [ヴァース 1] 生ぬるい惰性で生活を綻ばす ゴミ箱みたいな部屋のなかで、時が 過ぎるのをただただ待ってる　それだけ 眠れない夜更けに呼吸の音を聞く  [ヴァース 2] 許せない言葉もやるせない思いも いずれは薄れて忘れてゆくだろう でもたまに思い出し、お前に問いかける 憎しみより深い幸福はあるのかい  [コーラス] 平行線の延長戦が屈折した精神性 習慣と化し消せない日々を物語る 平行線の延長戦が屈折した精神性 習慣と化し消せない日々を物語る 平行線の延長戦が屈折した精神性 習慣と化し消せない日々を物語る 平行線の延長戦が屈折した精神性 習慣と化し消せない日々を物語る  [ヴァース 3] 唐突に始まるお前の昔話 聞きながらアルペジオ 冴えないノンフィクションの結末を 握っているお前の手は冷たいから嫌だ やさぐれ吐く息に混じる声が歌い出す You might also like[コーラス] 平行線の延長戦が屈折した精神性 習慣と化し消せない日々を物語る 平行線の延長戦が屈折した精神性 習慣と化し消せない日々を物語る1Embed,Disgust
夜鷹 (Yotaka),きのこ帝国,5 ContributorsTranslationsEnglish夜鷹 (Yotaka) Lyrics【サビ 1】 シリウス、ベガ、アルタイル、ティコの星 太陽から何億光年のこの場所で 細胞分裂をやめられないぼくらは 星巡りの唄をうたいながら泣いてる シリウス、ベガ、アルタイル、ティコの星 シリウス、ベガ、アルタイル、ティコの星 星巡りの唄が絶えず鳴り響いて 無数の悲しみとともに、すべてを夜へ  【サビ 2】 シリウス、ベガ、アルタイル、ティコの星 笑うあいつの目の奥は汚れている 手紙がとどいた朝の日のことを ぼくらはきっと忘れるだろう  【コーラス】 殺すことでしか生きられないぼくらは 生きていることを苦しんでいるが、しかし 生きる喜びという不確かだが あたたかいものに惑わされつづけ、今も生きてる 殺すことでしか生きられないぼくらは 生きていることを苦しんでいるが、しかし 生きる喜びという不確かだが あたたかいものに惑わされつづけ、今も生きてる You might also like【サビ 3】 シリウス、ベガ、アルタイル、ティコの星 シリウス、ベガ、アルタイル、ティコの星 細胞分裂をやめられないぼくらは 星巡りの唄をうたいながら泣いてる シリウス、ベガ、アルタイル、ティコの星 シリウス、ベガ、アルタイル、ティコの星 殺すことでしか生きられないぼくらは 星巡りの唄をうたいながら泣いてる  【サビ 4】 シリウス、ベガ、アルタイル、ティコの星 太陽から何億光年のこの場所で 細胞分裂をやめられないぼくらは 星巡りの唄をうたいながら泣いてる  【ブレイク】 太陽を目指す 太陽を目指す 太陽を目指す きっとまた会えるさ  【コーラス】 殺すことでしか生きられないぼくらは 生きていることを苦しんでいるが、しかし 生きる喜びという 不確かだがあたたかいものに 惑わされつづけ、今も生きてる 【コーラス + サビ】 殺すことでしか生きられないぼくらは〈シリウス、ベガ、アルタイル、ティコの星〉 生きていることを苦しんでいるが、しかし〈シリウス、ベガ、アルタイル、ティコの星〉 生きる喜びという〈生きる喜びという〉 細胞分裂をやめられない〈不確かだがあたたかい〉 選択のときがおとずれた、今だ  【サビ 5】 シリウス、ベガ、アルタイル、ティコの星 シリウス、ベガ、アルタイル、ティコの星 細胞分裂をやめられないぼくらは 星巡りの唄をうたいながら泣いてる シリウス、ベガ、アルタイル、ティコの星 シリウス、ベガ、アルタイル、ティコの星 星巡りの唄が絶えず鳴り響いて 無数の悲しみとともに、すべてを夜へEmbed,Sadness
ミュージシャン (Musician),きのこ帝国,3 ContributorsTranslationsRomanizationミュージシャン (Musician) Lyrics[Verse 1] 隠しても隠しても隠しても見えてる はみでてるわかってるあなたは狂ってる それでもそれでもそれでもやっぱり まっすぐ佇むあなたはきれいさ  [Verse 2] ぼくはいつかあなたを失うだろう あなたはいつかどこかへ消えるだろう それでもそれでもそれでも大丈夫さ なにもなかったように笑えるさ  [Verse 3] かわりのなにかで埋め合わせてきっと それなりに楽しくやっていくさ それでもやっぱり忘れたくないや あなたの声やくだらない話  [Verse 4] 狂った頭でいろいろ考えて 不安を抱えて老いぼれてゆくんだろう それでもそれでもそれでもやっぱり まっすぐ佇むあなたはきれいだろう  [Outro] きっときっとそうさきっと You might also like {Romanization}  [Verse 1] Kakushite mo kakushite mo kakushite mo mieteru Hamideteruwakatteru anata wa kurutteru Sore de mo sore de mo sore de mo yappari Massugu tatazumu anata wa kirei-sa  [Verse 2] Boku wa itsu ka anata o ushinaudarō Anata wa itsu ka doko ka e kierudarō Sore de mo sore de mo sore de mo daijōbu-sa Nani mo nakatta yō ni waraeru sa  [Verse 3] Kawari no nani ka de umeawasete kitto Sore-nari ni tanoshiku yatte iku sa Sore de mo yappari wasuretaku nai ya Anata no koe ya kudaranai hanashi  [Verse 4] Kurutta atama de iroiro kangaete Fuan o kakaete oiborete yuku n darō Sore de mo sore de mo sore de mo yappari Massugu tatazumu anata wa kirei darō [Outro] Kitto kitto sōsa kittoEmbed,Anticipation
クロノスタシス (Chronostasis),きのこ帝国,"5 ContributorsTranslationsRomanizationクロノスタシス (Chronostasis) Lyrics[きのこ帝国「クロノスタシス」歌詞]  [Chorus] コンビニエンスストアで 3-5-0mlの缶ビール買って 君と夜の散歩 時計の針は零時を差してる 「クロノスタシス」って知ってる? 知らないときみが言う 時計の針が止まって見える 現象のことだよ  [Verse 1] Holiday's midnight 少し汗ばんだ手のひらが 子供みたいな体温 誰も知らない場所に行きたい 誰も知らない秘密を知りたい 街灯の下で君の髪が  [Bridge] ゆらゆら揺れて 夢のようで ゆらゆら揺れて どうかしてる You might also like[Verse 2] Holiday's midnight 今夜だけ忘れてよ 家まで帰る道 なんかさ ちょっとさ いい感じ 街灯の下で君の影が  [Bridge] ゆらゆら揺れて 夢のようで ゆらゆら揺れて どうかしてる  [Chorus] 歩く速度が違うから BPM 8-3に合わせて 君と夜の散歩 それ以上もう何も言わないで 「クロノスタシス」って知ってる? 知らないときみが言う 時計の針が止まって見える 現象のことらしいよ  [Bridge] ゆらゆら揺れて 夢のようで ゆらゆら揺れて どうかしてる [Chorus] コンビニエンスストアで 3-5-0mlの缶ビール買って 君と夜の散歩 時計の針は零時を差してる 「クロノスタシス」って知ってる? 知らないときみが言う 時計の針が止まって見える 現象のことだよEmbed",Fear
金木犀の夜 (Kinmokusei no Yoru),きのこ帝国,4 ContributorsTranslationsRomanization金木犀の夜 (Kinmokusei no Yoru) Lyrics[きのこ帝国「金木犀の夜」 歌詞]  [ヴァース 1] だいたい夜はちょっと 感傷的になって 金木犀の香りを辿る  [ヴァース 2] 何でもないふりしても 声が聞きたくなって 電話番号を思い出そうとしてみる  [プリコーラス] かける、かけない 会いたい、会いたくない いつの間にか 随分遠くまで来てしまったな  [コーラス] あの頃の二人は 時が経っても消えやしないよね いつか他の誰かを 好きになったとしても忘れないで  [ヴァース 3] だんだん寒くなって 夏は通り過ぎてた 金木犀の香りで気付く You might also like[ヴァース 4] どうでもいいふりしても 君が好きなアイスみつけて 深夜のコンビニで急に引き戻される  [プリコーラス] 消える、消えない 泣きたい、泣きたくない いつかきっと笑って話せる日が 来るなんて本当かな  [コーラス] あの頃の二人は 怖いものなど何も無かったね いつか他の誰かを 好きになったとしても忘れないよ  [ヴァース 1] だいたい夜はちょっと 感傷的になって 金木犀の香りを辿るEmbed,Fear
ユーリカ (eureka),きのこ帝国,"4 Contributorsユーリカ (eureka) Lyrics[Verse 1] ゆこう　港まで 帰る場所など捨てましょう  あなたが歌っているのは 嗚呼　最後の子守唄  [PreChorus] もう一度だけ教えてあげる あの合図を、ユーリカ  [Chorus] さあ夢をみて　さめないで ゆこうよ　その先の明日へ  [Verse 2] 褪せた何もない国で みつけたら思い出せるでしょう  [PreChorus] あなたが一度だけ教えてくれた あの合図は、ユーリカ  [Chorus] さあ夢をみて　さめないで ゆこうよ　その先の明日へ　明日へ　明日へ You might also likeEmbed",Anticipation
平行世界 (Heikou Seikai),きのこ帝国,6 ContributorsTranslationsEnglish平行世界 (Heikou Seikai) Lyrics[Refrain] 間違った夜に　状況がひとつ とりあえず座って　コーヒーを飲もうか 状況がひとつ　感情はみっつ もう少しのあいだ　さとらないでくれよ  [Verse] 得体の知れない　気持ちの正体 アルコールのせいさ (無意識の抵抗) 二人の行為に意味なんてないから かなしいと思った  [Refrain] 間違った夜に　状況がひとつ とりあえず座って　コーヒーを飲もうか 状況がひとつ　感情はみっつ もう少しのあいだ　さとらないでくれよ  [Refrain] 間違った夜に　状況がひとつ とりあえずきみに会いたいと思った 状況がひとつ　感情はみっつ 消せないならずっと　さとらないでくれよ  [Refain] 間違った夜に　状況がひとつ とりあえず座って　コーヒーを飲もうか 状況がひとつ　感情はみっつ もう少しのあいだ　ここにいよう You might also like[Outro] 間違った夜に ここにいよう 間違った夜に 間違った夜に  {Romanization} [Refrain] Machigatta yoru ni jōkyō ga hito-tsu Toriaezu suwatte kōhī o nomō ka Jōkyō ga hito-tsu kanjō wa mittsu Mō sukoshi no aida satoranaide kure yo  [Verse] Etai no shirenai kimochi no shōtai Arukōru no sei sa ( mu ishiki no teikō) Futari no kōi ni imi nante nai kara Kanashī to omotta  [Refrain] Machigatta yoru ni jōkyō ga hito-tsu Toriaezu suwatte kōhī o nomō ka Jōkyō ga hito-tsu kanjō wa mittsu Mō sukoshi no aida satoranaide kure yo [Refrain] Machigatta yoru ni jōkyō ga hito-tsu Toriaezu kimi ni aitai to omotta Jōkyō ga hito-tsu kanjō wa mittsu Kesenainara zutto satoranaide kure yo  [Refain] Machigatta yoru ni jōkyō ga hito-tsu Toriaezu suwatte kōhī o nomō ka Jōkyō ga hito-tsu kanjō wa mittsu Mō sukoshi no aida koko ni iyō  [Outro] Machigatta yoru ni Koko ni iyō Machigatta yoru ni Machigatta yoru niEmbed,Disgust
WHIRLPOOL,きのこ帝国,5 ContributorsTranslationsRomanizationWHIRLPOOL Lyrics[きのこ帝国「WHIRLPOOL」歌詞]  [ヴァース 1] 仰いだ青い空が青すぎて 瞬きを忘れた いつか殺した感情が 渦になる　渦になる  [ヴァース 2] 仰いだ青い空が青すぎて 戸惑いも忘れて いつか描いていた未来 渦になる　渦になる  [リフライン] 仰いだ青い空が青すぎて 仰いだ青い空が青すぎて  [インタールード]  [リフライン] 仰いだ青い空が青すぎて 仰いだ青い空が青すぎて 仰いだ青い空が青すぎて 仰いだ青い空が青すぎてYou might also like2Embed,Joy
